Name,Percent Male,Percent Female
Brando,0,0
Mahari,0.3076923076923077,0.6923076923076923
Ahmara,0,0
Brandy,0.14678899082568808,0.8532110091743119
Ahmare,0,0
Marino,0,0
Marina,0,0
Marine,0,0
Brandt,0,0
Kedric,0,0
Om,0,0
Jakailyn,0,0
Oz,0,0
Margery,0,0
Umaima,0,0
Yulia,0,0
Raffael,0,0
Abdulmalik,0,0
Kaydon,0.9230769230769231,0.07692307692307693
Jvon,0,0
Markeese,0,0
Nalan,0,0
Tayveon,0,0
Nalah,0,0
Yacob,0,0
Julyanna,0,0
Anyssia,0,0
Ibtihal,0,0
Shanea,0,0
Henryk,0,0
Cerys,0,0
Frank,0,0
Starleigh,0,0
Shanel,0,0
Abbygail,0,0
Witten,0,0
Franz,0,0
Noriko,0,0
Lakiya,0,0
Sofhia,0,0
Pragya,0,0
Kniyah,0,0
Knoah,0,0
Mabry,0,0
Suheb,0,0
Pookela,0,0
Neilan,0,0
Neilah,0,0
Shon,0,0
Rielyn,0,0
Niyahlee,0,0
Zoli,0,0
Sriyansh,0,0
Christiaan,0,0
Shaw,0.7352941176470589,0.2647058823529412
Isaid,0,0
Zola,0,0
Shay,0.2789473684210526,0.7210526315789474
Synia,0,0
Isais,0,0
Maryonna,0,0
Shad,0,0
Shae,0.16101694915254236,0.8389830508474576
Nastasia,0,0
Shah,0,0
Shai,0.576271186440678,0.423728813559322
Shan,0,0
Amberlynn,0,0
Sham,0,0
Katherina,0,0
Kethan,0,0
Dima,0,0
Zhariyah,0,0
Brynnli,0,0
Illyanna,0,0
Cayton,0,0
Mykenna,0,0
Brynnly,0,0
Alinna,0,0
Lexis,0,0
Tiyonna,0,0
Aury,0,0
Christoff,0,0
Aura,0,0
Auri,0,0
Theona,0,0
Awesome,0,0
Nalayna,0,0
Lachelle,0,0
Syniah,0,0
Zolee,0,0
Abhay,0,0
Jusuf,0,0
Bianna,0,0
Sierra,0,0
Dakiya,0,0
Dalery,0,0
Jaianna,0,0
Hazem,0,0
Hazel,0.0027729636048526864,0.9972270363951473
Afomia,0,0
Santhosh,0,0
Izeiah,0,0
Athan,0,0
Fianna,0,0
Genysis,0,0
Julius,0,0
Jahnyah,0,0
Shamiyah,0,0
Elisabetta,0,0
Mahogani,0,0
Tinzlee,0,0
Ciana,0,0
Ciani,0,0
Gavan,0,0
Zhyaire,0,0
Kaylean,0,0
Kayleah,0,0
Tinzley,0,0
Rosslyn,0,0
Jewelianna,0,0
Jia,0,0
Jin,0.8536585365853658,0.14634146341463414
Jim,0,0
Beyonce,0,0
Jalyric,0,0
Markale,0,0
Rayaan,0.8846153846153846,0.11538461538461539
Sirron,0,0
Caliah,0,0
Yunis,0,0
Edrick,0,0
Janeen,0,0
Donavyn,0,0
Abenezer,0,0
Milett,0,0
Zakara,0,0
Arissa,0,0
Zakari,0.7796610169491526,0.22033898305084745
Niyana,0,0
Raylon,0,0
Zakary,0,0
Vaughn,0.8995983935742972,0.10040160642570281
Ezequiel,0,0
Marcelle,0.5,0.5
Skai,0.13636363636363635,0.8636363636363636
Marilyn,0,0
Nanami,0,0
Amethyst,0,0
Matilyn,0,0
Demarko,0,0
Ruqiya,0,0
Zeinab,0,0
Estin,0,0
Kamellia,0,0
Wellsley,0,0
Yusra,0,0
Caralee,0,0
Joshalyn,0,0
Jeriel,0,0
Samhita,0,0
Tyonna,0,0
Noelan,0,0
Lainah,0,0
Maanya,0,0
Khamille,0,0
Zeric,0,0
Reo,0,0
Samvel,0,0
Zuleyma,0,0
Freedom,0.3409090909090909,0.6590909090909091
Amaya,0,0
Katlynn,0,0
Zhariah,0,0
Charlise,0,0
Deakon,0,0
Alieu,0,0
Jaylynne,0,0
Alizon,0,0
Beverley,0,0
Aneesah,0,0
Khalila,0,0
Tito,0,0
Yoali,0,0
Jibran,0,0
Suhana,0,0
Zareena,0,0
Soli,0,0
Sole,0,0
Rickie,0.7931034482758621,0.20689655172413793
Adallyn,0,0
Sola,0,0
Juliessa,0,0
Natahlia,0,0
Alhan,0,0
Skarleth,0,0
Bayani,0,0
Maceon,0,0
Skarlett,0,0
Sophiana,0,0
Tynia,0,0
Madai,0,0
Quintyn,0,0
Damyla,0,0
Tanesha,0,0
Keyron,0,0
Graysen,0.8798586572438163,0.12014134275618374
Matvey,0,0
Rosie,0,0
Jaleia,0,0
Rosio,0,0
Jaleil,0,0
Millicent,0,0
Kaido,0,0
Kaida,0,0
Kaide,0,0
Helina,0,0
Yasin,0,0
Nathan,0.9991021324354658,0.0008978675645342312
Javyn,0,0
Juaquin,0,0
Yasir,0,0
Marlowe,0.0730593607305936,0.9269406392694064
Ona,0,0
Anapaula,0,0
Mikale,0.6428571428571429,0.35714285714285715
Samyukta,0,0
Terrelle,0,0
Tywon,0,0
Paulanthony,0,0
Fitzgerald,0,0
Tysean,0,0
Shanley,0,0
Rehema,0,0
Javontay,0,0
Brooks,0.9823989569752282,0.017601043024771838
Ameiah,0,0
Brooke,0.00251994960100798,0.997480050398992
Shanlee,0,0
Asaph,0,0
Sender,0,0
Raoul,0,0
Cesiah,0,0
Corian,0,0
Neilani,0,0
Wenceslao,0,0
Yanziel,0,0
Emmanuel,0.9968701095461658,0.003129890453834116
Yuleidy,0,0
Sahil,0,0
Pratik,0,0
Vicktor,0,0
Sahid,0,0
Sahib,0,0
Ysabel,0,0
Jehieli,0,0
Paislie,0,0
Seiya,0,0
Maryhelen,0,0
Deon,0,0
Landin,0,0
Viren,0,0
Naryiah,0,0
Marvens,0,0
Dechlan,0,0
Royden,0,0
Louanna,0,0
Aubry,0.11578947368421053,0.8842105263157894
Layliana,0,0
Aubre,0,0
Dhani,0.6666666666666666,0.3333333333333333
Aubri,0,0
Muhamad,0,0
Lathyn,0,0
Kamrie,0,0
Karena,0,0
Teia,0,0
Rydan,0,0
Ellisyn,0,0
Mirra,0,0
Julina,0,0
Saima,0,0
Juliani,0,0
Juliann,0.14285714285714285,0.8571428571428571
Juliano,0,0
Juliana,0,0
Zayra,0,0
Jesus,0.9974380871050385,0.0025619128949615714
Juliany,0,0
Bereket,0,0
Yachet,0,0
Riel,0,0
Rien,0.5833333333333334,0.4166666666666667
Izzaiah,0,0
Camaya,0,0
Calleigh,0,0
Ashleigh,0,0
Jabez,0,0
Myriah,0,0
Myriam,0,0
Jabes,0,0
Aidrick,0,0
Iran,0.7058823529411765,0.29411764705882354
Rondale,0,0
Iram,0,0
Arash,0,0
Makenlie,0,0
Evelina,0,0
Eveline,0,0
Sahalie,0,0
Aleister,0,0
Xenia,0,0
Aadam,0,0
Aadan,0,0
Hastings,0,0
Skylon,0,0
Skylor,0.5833333333333334,0.4166666666666667
Natania,0,0
Juliyana,0,0
Annaleia,0,0
Anniyah,0,0
Secret,0,0
Abdulahi,0,0
Rowe,0,0
Wailyn,0,0
Tramain,0,0
Kayman,0,0
Korver,0,0
Nieve,0,0
Kaan,0,0
Zaya,0,0
Zayd,0,0
Zebedee,0,0
Pierce,0.9824561403508771,0.017543859649122806
Manika,0,0
Dejanae,0,0
Younes,0,0
Raelle,0,0
Maybel,0,0
Branden,0,0
Brandee,0,0
Chayne,0,0
Betsey,0,0
Carlitos,0,0
Ezrie,0,0
Nilah,0,0
Walton,0,0
Aleck,0,0
Starla,0,0
Caylin,0.09090909090909091,0.9090909090909091
Anslie,0,0
Adylynn,0,0
Caylie,0,0
Keen,0,0
Carsen,0.8831168831168831,0.11688311688311688
Kailiyah,0,0
Brenn,0,0
Breno,0,0
Tyshawna,0,0
Tayquan,0,0
Tyaire,0.7058823529411765,0.29411764705882354
Konner,0.9789029535864979,0.02109704641350211
Gwendelyn,0,0
Kyleah,0,0
Jiannah,0,0
Joachim,0,0
Abshir,0,0
Hellen,0,0
Linden,0.5433070866141733,0.4566929133858268
Vikram,0,0
Issac,0,0
Issam,0,0
Lindee,0,0
Yanky,0,0
Trynity,0,0
Timote,0,0
Dyna,0,0
Jackman,0,0
Tlalli,0,0
Marylin,0,0
Tryniti,0,0
Nyron,0,0
Asaiah,0,0
Siomara,0,0
Macynn,0,0
Manvir,0,0
Iona,0,0
Pennelope,0,0
Ione,0,0
Razan,0,0
Moise,0,0
Barbie,0,0
Arafat,0,0
Ledger,0,0
Rayleen,0,0
Jalisa,0,0
Jalise,0,0
Annaleise,0,0
Fatma,0,0
Azia,0,0
Maika,0.2608695652173913,0.7391304347826086
Jeovani,0,0
Sabin,0,0
Azim,0,0
Azir,0,0
Sabir,0,0
Aziz,0,0
Jeovany,0,0
Kathrynn,0,0
Kathryne,0,0
Dylon,0,0
Vicki,0,0
Laryssa,0,0
Daury,0,0
Latalia,0,0
Epiphany,0,0
Jourdyn,0.16326530612244897,0.8367346938775511
Shraga,0,0
Vicky,0,0
Zoelynn,0,0
Violett,0,0
Yona,0.5,0.5
Domenic,0,0
Aahna,0,0
Jaiya,0,0
Domenik,0,0
Dahiana,0,0
Ciin,0,0
Violeta,0,0
Keshun,0,0
Chyanne,0,0
Violeth,0,0
Hadi,0,0
Emanie,0,0
Kandace,0,0
Yoselin,0,0
Adysen,0,0
Piper,0.002856400934822124,0.9971435990651779
Hade,0,0
Eliona,0,0
Kadar,0,0
Elliette,0,0
Kazden,0,0
Brylon,0,0
Judit,0,0
Yehoshua,0,0
Noorjahan,0,0
Tyris,0,0
Tyriq,0,0
Ayia,0,0
Tyrin,0,0
Judie,0,0
Tyrik,0,0
Salwa,0,0
Tyrie,0,0
Tyric,0,0
Ayin,0,0
Naftali,0,0
Monica,0,0
Yarismar,0,0
Decker,0.9728260869565217,0.02717391304347826
Natnael,0,0
Analaura,0,0
Anesa,0,0
Stepan,0,0
Waylyn,0,0
Greysyn,0,0
Lamira,0,0
Jonuel,0,0
Santanna,0,0
Kyrell,0,0
Joya,0,0
Amaiya,0,0
Zhanna,0,0
Amaryllis,0,0
Jarelis,0,0
Ryelin,0,0
Mykah,0.46153846153846156,0.5384615384615384
Mykal,0.7741935483870968,0.22580645161290322
Tzvi,0,0
Leba,0,0
Kaileena,0,0
Ryce,0,0
Alyda,0,0
Dacian,0,0
Kailia,0,0
Oviya,0,0
Tavita,0,0
Antoinette,0,0
Sadeen,0,0
Shaniya,0,0
Jeilene,0,0
Rhyanna,0,0
Montay,0,0
Madoc,0,0
Dedric,0,0
Teyanna,0,0
Jontae,0,0
Hutchison,0,0
Meridian,0,0
Jaeceon,0,0
Warrior,0,0
Yeudiel,0,0
Vrishank,0,0
Snayder,0,0
Geovanny,0,0
Adbiel,0,0
Mykaela,0,0
Rylah,0,0
Chrisangel,0,0
Kianna,0,0
Moya,0,0
Arihanna,0,0
Kianni,0,0
Yasmin,0,0
Kaesyn,0,0
Nahia,0,0
Adaiah,0.2777777777777778,0.7222222222222222
Hakeem,0,0
Lovelle,0,0
Lovella,0,0
Keonte,0,0
Caisyn,0.47058823529411764,0.5294117647058824
Keonta,0,0
Jaythan,0,0
Meriam,0,0
Brittish,0,0
Meriah,0,0
Brelynn,0,0
Phanuel,0,0
Liandra,0,0
Alexa,0.0016532829475673122,0.9983467170524327
Jamonte,0,0
Ahlivia,0,0
Alexi,0.29896907216494845,0.7010309278350515
Liandro,0,0
Krishiv,0,0
Krishil,0,0
Laysha,0,0
Alexy,0.35714285714285715,0.6428571428571429
Alexx,0.6666666666666666,0.3333333333333333
Arda,0,0
Ardi,0,0
Aaditya,0,0
Crusoe,0,0
Jahmia,0,0
Kyelle,0,0
Kately,0,0
Malai,0,0
Arjun,0,0
Jersie,0,0
Siddhanth,0,0
Khyan,0,0
Evalynn,0,0
Mikeyla,0,0
Evalyna,0,0
Sanaia,0,0
Cassi,0,0
Darwin,0.9710743801652892,0.028925619834710745
Nate,0,0
Sanaii,0,0
Fate,0,0
Avneet,0,0
Khary,0,0
Seanmichael,0,0
Khari,0.6727272727272727,0.32727272727272727
Larissa,0,0
Haron,0,0
Michaela,0,0
Jamarion,0,0
Praise,0.3148148148148148,0.6851851851851852
Mataio,0,0
Kahtai,0,0
Jansel,0,0
Trygve,0,0
Ruoxi,0,0
Brysonn,0,0
Chinonso,0,0
Jalila,0,0
Annalyssa,0,0
Deslyn,0,0
Zakariah,0.8125,0.1875
Kensington,0.02553191489361702,0.9744680851063829
Zakarian,0,0
Zakarias,0,0
Alayssa,0,0
Nirvana,0,0
Eshan,0,0
Eshal,0,0
Evaan,0,0
Jatoria,0,0
Rhoan,0,0
Aidian,0,0
Chino,0,0
Stryker,0,0
Jhoanna,0,0
Yadira,0,0
Ahniyah,0,0
Jina,0,0
Loula,0,0
Himmat,0,0
Avery,0.19251654505345325,0.8074834549465467
Aeva,0,0
Shaunt,0,0
Avera,0,0
Averi,0.046153846153846156,0.9538461538461539
Sally,0,0
Leliana,0,0
Faiga,0,0
Marwah,0,0
Marwan,0,0
Faige,0,0
Marshay,0,0
Vian,0,0
Yazaira,0,0
Audreyann,0,0
Marshae,0,0
Taisei,0,0
Zayvian,0,0
Faigy,0,0
Marshal,0,0
Rori,0,0
Manaia,0,0
Kwinn,0,0
Haytham,0,0
Shaily,0,0
Shaila,0,0
Kehinde,0,0
Alyzon,0,0
Jennessy,0,0
Breanne,0,0
Dayanara,0,0
Breanna,0,0
Seymour,0,0
Bellina,0,0
Sujay,0,0
Carterjames,0,0
Fareeha,0,0
Leiloni,0,0
Nandan,0,0
Scottie,0.47368421052631576,0.5263157894736842
Jahrell,0,0
Attalie,0,0
Frimy,0,0
Kaithleen,0,0
Steele,0.9489795918367347,0.05102040816326531
Caelyn,0,0
Maurion,0,0
Amirah,0,0
Jailiyah,0,0
Brucha,0,0
Abi,0,0
Ralph,0,0
Abu,0,0
Aby,0,0
Bruchy,0,0
Alayja,0,0
Jenevy,0,0
Jonte,0,0
Cassian,0,0
Tamra,0,0
Kylissa,0,0
Jeneva,0,0
Nadilyn,0,0
Galylea,0,0
Lyrah,0,0
Tatem,0.6818181818181818,0.3181818181818182
Taten,0,0
Topanga,0,0
Tressie,0,0
Jayleen,0,0
Michaelanthony,0,0
Rosellen,0,0
Farrell,0.6875,0.3125
Decarlos,0,0
Zyriyah,0,0
Laurana,0,0
Khamya,0,0
Fannie,0,0
Aynslie,0,0
Raffi,0,0
Kardae,0,0
Marissa,0,0
Devayah,0,0
Aoibheann,0,0
Keyvon,0,0
Latoria,0,0
Serina,0,0
Vallory,0,0
Drey,0,0
Kovu,0,0
Drew,0.8350515463917526,0.16494845360824742
Ariiana,0,0
Drea,0,0
Norberto,0,0
Aspyn,0,0
Mujahid,0,0
Markeis,0,0
Subhaan,0,0
Griffyn,0.7,0.3
Omar,0,0
Arriana,0,0
Teairra,0,0
Mariela,0,0
Correy,0,0
Marieli,0,0
Haviland,0,0
Mariely,0,0
Milyn,0,0
Rajveer,0,0
Gabreilla,0,0
Mael,0,0
Samina,0,0
Lakenya,0,0
Enza,0,0
Hyacinth,0,0
Aubrey,0.017223517223517223,0.9827764827764828
Abdalrahman,0,0
Katana,0,0
Prajit,0,0
Ezrael,0,0
Prajin,0,0
Khaos,0,0
Aubrei,0,0
Aubree,0,0
Haloa,0,0
Aubrea,0,0
Meyer,0.7619047619047619,0.23809523809523808
Ahad,0,0
Ahan,0,0
Camauri,0.5294117647058824,0.47058823529411764
Varnika,0,0
Jamail,0,0
Jermiah,0,0
Araiya,0,0
Diovanni,0,0
Nuriyah,0,0
Reiss,0,0
Aolani,0,0
Keveon,0,0
Kjell,0,0
Havah,0,0
Manfred,0,0
Coast,0,0
Portia,0,0
Kenzy,0,0
Kenza,0,0
Jersiah,0,0
Kenzi,0,0
Ceira,0,0
Kenzo,0,0
Pike,0,0
Oaklyn,0.19148936170212766,0.8085106382978723
Yameli,0,0
Andersson,0,0
Rahel,0,0
Maymuna,0,0
Delila,0,0
Deason,0,0
Kortni,0,0
Emmaleah,0,0
Harsha,0,0
Izza,0,0
Izzy,0.26229508196721313,0.7377049180327869
Mahiya,0,0
Maahi,0,0
Daxtin,0,0
Rhonda,0,0
Brezlyn,0,0
Abhijit,0,0
Reagen,0.23809523809523808,0.7619047619047619
Keenon,0,0
Desiderio,0,0
Khilan,0,0
Mikhael,0,0
Klhoe,0,0
Magdaline,0,0
Aveon,0,0
Sanjuana,0,0
Bryten,0.6666666666666666,0.3333333333333333
Ayaana,0,0
Artist,0,0
Lucy,0.0014074595355383533,0.9985925404644617
Alliyah,0,0
Luca,0.9715860899067006,0.028413910093299407
Luci,0,0
Adylene,0,0
Moath,0,0
Ahlana,0,0
Joshuajames,0,0
Luiza,0,0
Keyante,0,0
Ahlani,0,0
Khalani,0.14705882352941177,0.8529411764705882
Ridge,0,0
Daxx,0,0
Yesenia,0,0
Javeah,0,0
Matvei,0,0
Kimoni,0.5,0.5
Hiroto,0,0
Deklin,0,0
Santiago,0,0
Atif,0,0
Zoran,0,0
Javien,0,0
Daleysa,0,0
Rayelyn,0,0
Daleysi,0,0
Dalayah,0,0
Mylani,0,0
Pearce,0,0
Clifford,0,0
Juliyan,0,0
Milania,0,0
Jackson,0.9979417092046764,0.0020582907953235635
Laiya,0,0
Milanie,0,0
Juliyah,0,0
Zamaria,0,0
Annissa,0,0
Zachry,0,0
Scarlett,0,0
Janellys,0,0
Tamon,0,0
Ghita,0,0
Idania,0,0
Hayato,0,0
Micha,0.6842105263157895,0.3157894736842105
Knightley,0,0
Domingo,0,0
Dominga,0,0
Padraic,0,0
Laylagrace,0,0
Cleona,0,0
Yailynn,0,0
Dawt,0,0
Abia,0,0
Hannahgrace,0,0
Abid,0,0
Brina,0,0
Brinn,0,0
Dawn,0,0
Khadijah,0,0
Ibrohim,0,0
Rhyleigh,0,0
Retha,0,0
Dalis,0,0
Rhyland,0,0
Dalin,0,0
Leonard,0,0
Ireland,0,0
Dalia,0,0
Shray,0,0
Empris,0,0
Juliarose,0,0
Vasilios,0,0
Corben,0,0
Kerry,0.6082474226804123,0.3917525773195876
Koko,0,0
Rianna,0,0
Raphaela,0,0
Koki,0,0
Sadik,0,0
Yancarlo,0,0
Kerri,0,0
Kmarion,0,0
Janariah,0,0
Kaytie,0,0
Darlynn,0,0
Gwendalynn,0,0
Darlyne,0,0
Rufus,0,0
Chesnee,0,0
Hoor,0,0
Ifra,0,0
Chesney,0.11904761904761904,0.8809523809523809
Lynwood,0,0
Sharlet,0,0
Kimiyah,0,0
Sanvitha,0,0
Batul,0,0
Tyke,0,0
Navya,0,0
Nubia,0,0
Aitana,0,0
Athena,0,0
Isyss,0,0
Hridya,0,0
Malyia,0,0
Vinayak,0,0
Jowel,0,0
Erinn,0,0
Erina,0,0
Yocelyn,0,0
Jediah,0,0
Zendiya,0,0
Guillermina,0,0
Sisira,0,0
Kaybri,0,0
Vijay,0,0
Tyjuan,0,0
Gresham,0,0
Kynzee,0,0
Jawaan,0,0
Illa,0,0
Eduar,0,0
Midhuna,0,0
Naithan,0,0
Suyog,0,0
Lorenzo,0,0
Lorenza,0.3157894736842105,0.6842105263157895
Savreen,0,0
Uriyah,0.8333333333333334,0.16666666666666666
Wrett,0,0
Chukwuma,0,0
Rawley,0,0
Daleah,0,0
Alekhya,0,0
Sevin,0,0
Adalye,0,0
Anlin,0,0
Yechiel,0,0
Bronsyn,0,0
Jansen,0.8723404255319149,0.1276595744680851
Tymber,0,0
Bradon,0,0
Zaydin,0,0
Aleksandr,0,0
Edwar,0,0
Blayre,0,0
Farzona,0,0
Avelino,0,0
Reginna,0,0
Jaiquan,0,0
Aveline,0,0
Cameryn,0.35051546391752575,0.6494845360824743
Avelina,0,0
Inez,0.09090909090909091,0.9090909090909091
Italia,0,0
Ines,0,0
Kristal,0,0
Kristan,0,0
Ankit,0,0
Xanthe,0,0
Taniyah,0,0
Joslyn,0,0
Gray,0.7283236994219653,0.27167630057803466
Tran,0,0
Aristotle,0,0
Neah,0,0
Mahaley,0,0
Lashawn,0.8125,0.1875
Gram,0,0
Grae,0,0
Zorian,0,0
Dragan,0,0
Zahyra,0,0
Lyndsie,0,0
Arata,0,0
Claytin,0,0
Carleigh,0,0
Cecillia,0,0
Suzannah,0,0
Kacelyn,0,0
Abdullah,0,0
Ranya,0,0
Nyomie,0,0
Aashrith,0,0
Bareerah,0,0
Azlynn,0,0
Noellie,0,0
Aashrita,0,0
Nelia,0,0
Oluwadarasimi,0.35555555555555557,0.6444444444444445
Avaia,0,0
Ynez,0,0
Preslei,0,0
Tray,0,0
Aevah,0,0
Preslee,0.03765690376569038,0.9623430962343096
Grason,0,0
Dariya,0,0
Presley,0.07524012806830309,0.924759871931697
Parrish,0.625,0.375
Tzipora,0,0
Sahl,0,0
Adina,0,0
Cedrick,0,0
Jrayden,0,0
Chrislyn,0,0
Jemini,0,0
Jemina,0,0
Vanshika,0,0
Raechel,0,0
Quantez,0,0
Kynzlie,0,0
Jessie,0.35714285714285715,0.6428571428571429
Jessia,0,0
Jezabell,0,0
Raiya,0,0
Siriyah,0,0
Aavah,0,0
Alanys,0,0
Abdulkarim,0,0
Ifrah,0,0
Mahrosh,0,0
Mckade,0,0
Alanya,0,0
Xiara,0,0
Jayvonni,0,0
Kazi,0.7368421052631579,0.2631578947368421
Zayda,0,0
Romyn,0,0
Majour,0,0
Folasade,0,0
Itzayanna,0,0
Kellee,0,0
Jese,0,0
Jesi,0,0
Arushi,0,0
Jess,0.8648648648648649,0.13513513513513514
Bertha,0,0
Kiaan,0,0
Keller,0.8527918781725888,0.14720812182741116
Mairyn,0,0
Jesy,0,0
Kelley,0.1875,0.8125
Kateryn,0,0
Bryanna,0,0
Emonie,0,0
Bryanne,0,0
Mathias,0,0
Cyncere,0.6774193548387096,0.3225806451612903
Emonii,0,0
Josaih,0,0
Keziyah,0,0
Gavynn,0,0
Makaiah,0,0
Delphine,0,0
Delphina,0,0
Nalin,0,0
Coraline,0,0
Nalia,0,0
Elaina,0,0
Khaira,0,0
Elaine,0,0
Bekah,0,0
Khairi,0,0
Rolen,0,0
Matea,0,0
Anette,0,0
Matei,0,0
Matej,0,0
Mateo,0.998651927743327,0.0013480722566729577
Lilliane,0,0
Jeter,0,0
Breeah,0,0
Donzell,0,0
Ford,0,0
Aryahi,0,0
Rubylynn,0,0
Tavares,0,0
Arabellah,0,0
Darie,0,0
Kamoria,0,0
Maleek,0,0
Daria,0,0
Dario,0,0
Darin,0,0
Annikah,0,0
Maleea,0,0
Lorie,0,0
Daris,0,0
English,0,0
Kenzington,0,0
Kystin,0,0
Lorin,0,0
Lorik,0,0
Melyssa,0,0
Marriana,0,0
Reily,0.6666666666666666,0.3333333333333333
Percy,0.9210526315789473,0.07894736842105263
Janila,0,0
Amahri,0,0
Lizzy,0,0
Zyen,0,0
Sabria,0,0
Keian,0,0
Jahzara,0,0
Sabrin,0,0
Isaak,0,0
Sebastiano,0,0
Isaac,0.9986843436899099,0.0013156563100900718
Sebastiana,0,0
Nalyah,0,0
Jeramie,0,0
Aryia,0,0
Ngun,0,0
Derrian,0,0
Jeramih,0,0
Mellani,0,0
Henrry,0,0
Diem,0.24242424242424243,0.7575757575757576
Habiba,0,0
Jayvin,0,0
Mellany,0,0
Irais,0,0
Aubreigh,0,0
Loreli,0,0
Alaynnah,0,0
Yexalen,0,0
Dawud,0,0
Lorely,0,0
Sameerah,0,0
Diland,0,0
Johany,0,0
Dilann,0,0
Zubayr,0,0
Kinsie,0,0
Johann,0,0
Johana,0,0
Homer,0,0
Anelia,0,0
Ernie,0,0
Avenleigh,0,0
Anelis,0,0
Lillyanah,0,0
Aleiah,0,0
Sonakshi,0,0
Maliya,0,0
Elanore,0,0
Raigan,0,0
Kennadee,0,0
Zaidin,0,0
Malakiah,0,0
Mayra,0,0
Jakaylah,0,0
Johnmark,0,0
Rivky,0,0
Mulki,0,0
Elixander,0,0
Dyllin,0,0
Rozelyn,0,0
Martin,0.9964936886395512,0.0035063113604488078
Yvanna,0,0
Rivka,0,0
Holdyn,0.8611111111111112,0.1388888888888889
Dieter,0,0
Freyah,0,0
Shia,0.7086614173228346,0.29133858267716534
Synai,0,0
Radin,0,0
Shir,0,0
Radia,0,0
Shiv,0,0
Jaz,0,0
Jax,0.9940443963183541,0.005955603681645912
Jay,0.9799528301886793,0.020047169811320754
Ry,0,0
Reema,0,0
Jan,0,0
Jak,0,0
Jah,0,0
Jai,0.8596491228070176,0.14035087719298245
Jag,0,0
Jad,0,0
Jae,0.5230769230769231,0.47692307692307695
Jac,0,0
Rj,0,0
Emeree,0,0
Dolan,0,0
Yuvan,0,0
Maleeha,0,0
Caramia,0,0
Zhayden,0,0
Edrian,0,0
Kanyon,0,0
Yuxuan,0,0
Samiksha,0,0
Alyanah,0,0
Zeki,0,0
Saqqara,0,0
Iceis,0,0
Mattison,0,0
Zeke,0,0
Skip,0,0
Skii,0,0
Juanantonio,0,0
Aaroh,0,0
Skie,0,0
Tremaine,0,0
Fredrick,0,0
Zerah,0,0
Raife,0,0
Yilia,0,0
Bhavik,0,0
Shemuel,0,0
Hanif,0,0
Lainie,0,0
Hania,0,0
Garth,0,0
Jerimy,0,0
Emyri,0,0
Vash,0,0
Taralyn,0,0
Vivica,0,0
Schyler,0.6,0.4
Noelia,0,0
Tabias,0,0
Noelie,0,0
Dalten,0,0
Kaveh,0,0
Chayla,0,0
Traiden,0,0
Amberlee,0,0
Eris,0.08433734939759036,0.9156626506024096
Audreanna,0,0
Eriq,0,0
Erin,0.047932330827067667,0.9520676691729323
Mansa,0,0
Erik,0,0
Solenne,0,0
Mansi,0,0
Svana,0,0
Erie,0,0
Eric,0.9984843892088512,0.001515610791148833
Mariya,0,0
Eilyn,0,0
Janisha,0,0
Yukiko,0,0
Emry,0.2459016393442623,0.7540983606557377
Leigha,0,0
Till,0,0
Jisha,0,0
Tila,0,0
Dhylan,0,0
Ronen,0,0
Avalina,0,0
Avaline,0,0
Zaden,0,0
Dnylah,0,0
Kaiden,0.9756610576923077,0.024338942307692308
Kesler,0,0
Aliyannah,0,0
Giorgi,0,0
Jair,0,0
Kennison,0,0
Jaik,0,0
Jaia,0,0
Madix,0,0
Synnove,0,0
Lynsey,0,0
Sinaya,0,0
Kevion,0,0
Orrin,0,0
Dhatri,0,0
Kanylah,0,0
Marcon,0,0
Caydn,0,0
Adelai,0,0
Eliyanah,0,0
Lelynd,0,0
Giulianna,0,0
Pahal,0,0
Busra,0,0
Soumya,0,0
Heathcliff,0,0
Gracianna,0,0
Collyns,0,0
Phebe,0,0
Kamarrion,0,0
Akia,0,0
Akio,0,0
Akin,0,0
Akim,0,0
Akil,0,0
Navon,0,0
Toren,0,0
Couper,0,0
Toree,0,0
Kendell,0.6262626262626263,0.37373737373737376
Torey,0,0
Venezia,0,0
Jibril,0,0
Dashel,0,0
Diante,0,0
Mikhi,0,0
Wes,0,0
Lanyia,0,0
Steely,0,0
Hesston,0,0
Akiera,0,0
Dmarion,0,0
Rashell,0,0
Marsden,0,0
Luther,0,0
Faviola,0,0
Josemiguel,0,0
Zaysean,0,0
Reygan,0,0
Yaileny,0,0
Illana,0,0
Jenniah,0,0
Jlaya,0,0
Clarie,0,0
Annastacia,0,0
Lillyen,0,0
Honestee,0,0
Arham,0,0
Arhan,0,0
Shiori,0,0
Ezykiel,0,0
Christien,0,0
Isen,0,0
Isel,0,0
Sireen,0,0
Vahe,0,0
Aanika,0,0
Graydin,0,0
Kamran,0,0
Teal,0.19230769230769232,0.8076923076923077
Chandon,0,0
Yailin,0,0
Lavern,0,0
Endia,0,0
Javel,0,0
Meilyn,0,0
Javen,0,0
Brinlee,0,0
Emerick,0,0
Brinlea,0,0
Lavera,0,0
Malaysia,0,0
Bridgit,0,0
Brinley,0.011428571428571429,0.9885714285714285
Ammiel,0,0
Melky,0,0
Charlemagne,0,0
Lillyahna,0,0
Reyad,0,0
Aimie,0,0
Sachi,0,0
Tryston,0,0
Sacha,0.5625,0.4375
Aadil,0,0
Graycie,0,0
