Name,Percent Male,Percent Female
Kentrel,0,0
Prisma,0,0
Leeson,0,0
Thailan,0,0
Amariyana,0,0
Amaryah,0,0
Scarleth,0,0
Ness,0,0
Aneri,0,0
Riaan,0,0
Abdulsalam,0,0
Jenalise,0,0
Armonii,0,0
Lynkon,0,0
Armonie,0.18518518518518517,0.8148148148148148
Zelah,0,0
Aodhan,0,0
Stevenson,0,0
Deacon,0,0
Anarose,0,0
Rihana,0,0
Anarosa,0,0
Bostyn,0.2807017543859649,0.7192982456140351
Najae,0,0
Mohanad,0,0
Trason,0,0
Natayla,0,0
Najah,0,0
Youssef,0,0
Rahmeek,0,0
Najat,0,0
Katerine,0,0
Burton,0,0
Jalaina,0,0
Nashua,0,0
Danessa,0,0
Loden,0,0
Cielo,0.058333333333333334,0.9416666666666667
Kenedee,0,0
Ciela,0,0
Adarian,0,0
Myshawn,0,0
Khalessi,0,0
Magdalynn,0,0
Tamera,0,0
Ralphael,0,0
Yitzchak,0,0
Makinze,0,0
Treston,0,0
Makinzi,0,0
Nicholle,0,0
Schneur,0,0
Avajane,0,0
Makinzy,0,0
Dniyah,0,0
Neyah,0,0
Andelynn,0,0
Sheridan,0.14285714285714285,0.8571428571428571
Beckem,0,0
Cheri,0,0
Dustyn,0,0
Semaya,0,0
Quinlyn,0,0
Becker,0,0
Becket,0,0
Kaedyn,0.7431192660550459,0.25688073394495414
Larence,0,0
Cyanna,0,0
Mohamad,0,0
Kalieah,0,0
Quentyn,0,0
Aela,0,0
Sherif,0,0
Wahid,0,0
Lasean,0,0
Ryleeann,0,0
Emmit,0,0
Treyshawn,0,0
Emmie,0,0
Jayriel,0,0
Jozy,0.38461538461538464,0.6153846153846154
Elleigh,0,0
Adriane,0,0
Adriana,0.004280363830925628,0.9957196361690743
Jozi,0,0
Wylder,0,0
Adriann,0.5,0.5
Adriano,0,0
Eleah,0,0
Yaritzi,0,0
Jaydrian,0,0
Mariame,0,0
Mariama,0,0
Thaddeus,0,0
Manreet,0,0
Yaritzy,0,0
Courtlyn,0,0
Areg,0,0
Aree,0,0
Aubriela,0,0
Herminio,0,0
Aren,0,0
Meba,0,0
Arel,0,0
Arek,0,0
Yahye,0,0
Yahya,0,0
Accalia,0,0
Kaoir,0,0
Siah,0.38095238095238093,0.6190476190476191
Jule,0,0
Brinton,0,0
Juli,0,0
Dayzi,0,0
Perrion,0,0
Derren,0,0
Jaquarius,0,0
Derrek,0,0
Ovadia,0,0
July,0.4,0.6
Madelaine,0,0
Conrado,0,0
Tenleigh,0,0
Sebastain,0,0
Juana,0,0
Chessa,0,0
Padraig,0,0
Axl,0,0
Bronte,0,0
Allure,0,0
Allura,0,0
Braeleigh,0,0
Rishik,0,0
Sharlotte,0,0
Osmin,0,0
Etan,0,0
Holiday,0,0
Temple,0,0
Deonta,0,0
Assia,0,0
Deonte,0,0
Vallerie,0,0
Kierrah,0,0
Serenityrose,0,0
Ysidro,0,0
Marloe,0,0
Marlon,0,0
Teriana,0,0
Mykale,0,0
Marlow,0.21518987341772153,0.7848101265822784
Omare,0,0
Fenway,0,0
Omara,0,0
Kenson,0,0
Omari,0.9577464788732394,0.04225352112676056
Larell,0,0
Ferrell,0,0
Rianshi,0,0
Lazariah,0,0
Travian,0,0
Jacoby,0,0
Esau,0,0
Jacoba,0,0
Prachi,0,0
Esai,0,0
Jacobe,0,0
Esam,0,0
Jacobi,0,0
Jayanna,0,0
Jacobo,0,0
Hinata,0,0
Eloisa,0,0
Cristiano,0,0
Astin,0,0
Eloise,0,0
Hunter,0.9603113693673939,0.039688630632606074
Cristiana,0,0
Levaeh,0,0
Rorke,0,0
Amrita,0,0
Maricruz,0,0
Zakya,0,0
Khyri,0,0
Meritxell,0,0
Netra,0,0
Chozen,0,0
Auriana,0,0
Daimen,0,0
Tayte,0,0
Keniya,0,0
Jazilyn,0,0
Jessilyn,0,0
Ridhima,0,0
Khaleah,0,0
Hennley,0,0
Jamion,0,0
Kaija,0,0
Dameon,0,0
Mykaila,0,0
Lennard,0,0
Dannika,0,0
Gamble,0,0
Daryll,0,0
Alianis,0,0
Tsering,0,0
Jairon,0,0
Rylynn,0.041884816753926704,0.9581151832460733
Lamine,0,0
Mielle,0,0
Shriyan,0,0
Karlos,0,0
Shaima,0,0
Karloz,0,0
Jaziya,0,0
Leyona,0,0
Emett,0,0
Mascen,0,0
Nuria,0,0
Adaleyza,0,0
Cybil,0,0
Arilyn,0,0
Ohanna,0,0
Novia,0,0
Jacklyn,0,0
Nusrat,0,0
Kvion,0,0
Cheng,0,0
Miamarie,0,0
Yuda,0,0
Elodie,0,0
Mailynn,0,0
Elodia,0,0
Yerick,0,0
Destanie,0,0
Jaysun,0,0
Mike,0,0
Mika,0.1619047619047619,0.8380952380952381
Miko,0.7317073170731707,0.2682926829268293
Magdiel,0,0
Miki,0,0
Silverio,0,0
Baela,0,0
Miku,0,0
Rubens,0,0
Dalaina,0,0
Aviona,0,0
Nussen,0,0
Khalli,0,0
Elspeth,0,0
Hosanna,0,0
Kaysi,0,0
Yonason,0,0
Lashay,0,0
Masyn,0.7350427350427351,0.26495726495726496
Xandria,0,0
Tyrus,0,0
Kayse,0,0
Jion,0,0
Gala,0,0
Bessie,0,0
Lashae,0,0
Cashlyn,0,0
Camellia,0,0
Kennidee,0,0
Cashel,0,0
Kseniya,0,0
Larose,0,0
Macilyn,0,0
Hadasa,0,0
Adynn,0.6428571428571429,0.35714285714285715
Jaleena,0,0
Dex,0,0
Dez,0,0
Dawid,0,0
Makenzi,0,0
Dev,0,0
Del,0,0
Ramatoulaye,0,0
Dea,0,0
Dawit,0,0
Makenzy,0,0
Dee,0,0
Wale,0,0
Lylie,0,0
Kerra,0,0
Katalynna,0,0
Wali,0,0
Walt,0,0
Jamirah,0,0
Alayha,0,0
Tresean,0,0
Skyller,0,0
Faylynn,0,0
Jaslen,0,0
Aryela,0,0
Jaysten,0,0
Temprance,0,0
Leopoldo,0,0
Erlinda,0,0
Leeandra,0,0
Leeandre,0,0
Hamzah,0,0
Breken,0,0
Diamonique,0,0
Deshawna,0,0
Kalven,0,0
Araelynn,0,0
Mellody,0,0
Tanishka,0,0
Ace,0.9939246658566221,0.006075334143377886
Talynn,0,0
Aaser,0,0
Sariya,0,0
Eirian,0,0
Isebella,0,0
Skarlette,0,0
Llewyn,0,0
Annali,0,0
Cresencio,0,0
Annaly,0,0
Jenesis,0,0
Imogene,0,0
Abryanna,0,0
Naiomi,0,0
Jalyssa,0,0
Bob,0,0
Jacarter,0,0
Sardor,0,0
Jerusha,0,0
Maylyn,0,0
Kentlee,0,0
Elleanora,0,0
Malajah,0,0
Sydnie,0,0
Khaydin,0,0
Alesiram,0,0
Jahniya,0,0
Ariella,0,0
Parizoda,0,0
Mattis,0,0
Mouhamad,0,0
Janyla,0,0
Reyli,0,0
Terin,0,0
Kamyra,0,0
Jaanai,0,0
Kason,0,0
Kolson,0,0
Madi,0,0
Dakari,0.9298245614035088,0.07017543859649122
Dayden,0,0
Mattix,0,0
Caeden,0,0
Lavaeh,0,0
Khang,0,0
Lailany,0,0
Renezmay,0,0
Beatrice,0,0
Khani,0,0
Khanh,0,0
Lailani,0,0
Renezmae,0,0
Nithila,0,0
Rehanna,0,0
Cassadee,0,0
Yohance,0,0
Prajna,0,0
Koi,0.6071428571428571,0.39285714285714285
Ryatt,0.9135802469135802,0.08641975308641975
Kol,0,0
Koa,0.8943089430894309,0.10569105691056911
Damere,0,0
Nicodemus,0,0
Koy,0,0
Hakim,0,0
Kadien,0,0
Ayliana,0,0
Arrihanna,0,0
Jamariyah,0,0
Bluma,0,0
Avantika,0,0
Emeka,0,0
Lingyi,0,0
Jahmya,0,0
Athens,0,0
Jebadiah,0,0
Elyjiah,0,0
Rejoyce,0,0
Narek,0,0
Salomon,0,0
Analiyah,0,0
Abem,0,0
Ezekeil,0,0
Isella,0,0
Alexiel,0,0
Devorah,0,0
Iselle,0,0
Sari,0,0
Dagon,0,0
Kendryck,0,0
Sara,0.0035787321063394683,0.9964212678936605
Lilienne,0,0
Sare,0,0
Lori,0,0
Lord,0,0
Lora,0,0
Hadilyn,0,0
Temprence,0,0
Nasir,0,0
Jdyn,0,0
Nasim,0.5,0.5
Nasia,0,0
Brightyn,0,0
Chapman,0,0
Naliah,0,0
Ruzanna,0,0
Kerigan,0,0
Danahi,0,0
Maxwell,0.9909017928819909,0.009098207118009098
Rocklin,0,0
Nuha,0,0
Ivann,0,0
Veena,0,0
Giara,0,0
Aljohara,0,0
Elektra,0,0
Ahmya,0,0
Zubair,0,0
Fares,0,0
Marcellis,0,0
Urban,0,0
Heri,0,0
Evangelyne,0,0
Leonie,0,0
Leonid,0,0
Hera,0,0
Anniah,0,0
Hussain,0,0
Evangelynn,0,0
Haleema,0,0
Jema,0,0
Kelsea,0,0
Kelsee,0,0
Emmerson,0.16216216216216217,0.8378378378378378
Kelsei,0,0
Kelsen,0,0
Alegna,0,0
Abdirahman,0,0
Gotti,0,0
Anaya,0,0
Kaizley,0,0
Aleyah,0,0
Orianna,0,0
Anayi,0,0
Aiko,0,0
Quavon,0,0
Odysseus,0,0
Aika,0,0
Stina,0,0
Lindan,0,0
Madisan,0,0
Janilah,0,0
Abhimanyu,0,0
Melannie,0,0
Varvara,0,0
Kalasia,0,0
Xaniya,0,0
Nadiah,0,0
Yichen,0.7058823529411765,0.29411764705882354
Cheick,0,0
Sharrod,0,0
Sarmad,0,0
Ebin,0,0
Amarianna,0,0
Holy,0,0
Aleesia,0,0
Suvir,0,0
Holt,0,0
Ashima,0,0
Ginnie,0,0
Saniya,0,0
Alizzon,0,0
Astella,0,0
Zebulun,0,0
Escarleth,0,0
Brookston,0,0
Milanna,0,0
Alezay,0,0
Milanni,0,0
Shayden,0.7297297297297297,0.2702702702702703
Jabarri,0,0
Alezae,0,0
Fielding,0,0
Carra,0,0
Adreian,0,0
Rina,0,0
Naythen,0,0
Nicolas,0,0
Darnell,0,0
Gennaro,0,0
Nicolae,0,0
Khyrin,0,0
Nicolai,0,0
Khyrie,0.75,0.25
Cristofer,0,0
Kaydn,0,0
Jacari,0,0
Fitz,0,0
Ashritha,0,0
Medina,0,0
Izalea,0,0
Nyalah,0,0
Racin,0,0
Rebecca,0,0
Ilma,0,0
Gwendolen,0,0
Micaela,0,0
Calypso,0,0
Maliyani,0,0
Ivry,0,0
Behruz,0,0
Sunset,0,0
Duston,0,0
Kailoni,0,0
Jaysen,0,0
Rockelle,0,0
Dameria,0,0
Caeleigh,0,0
Koji,0,0
Adela,0,0
Malyssa,0,0
Adele,0,0
Adell,0,0
Kingstan,0,0
Sirine,0,0
Shriyaan,0,0
Icey,0,0
Staley,0,0
Jamylah,0,0
Sadhana,0,0
Elenor,0,0
Jasmina,0,0
Jasmine,0,0
Pressley,0,0
Loriana,0,0
Jaxton,0,0
Arshi,0,0
Manasvini,0,0
Jakobee,0,0
Omega,0.5714285714285714,0.42857142857142855
Loriann,0,0
Bradly,0,0
Dulce,0,0
Derringer,0,0
Alara,0,0
Samira,0,0
Tyla,0,0
Rayhaan,0,0
Nataliya,0,0
Avra,0,0
Mosiah,0,0
Avri,0,0
Jonita,0,0
Maelie,0,0
Avry,0.3333333333333333,0.6666666666666666
Maelin,0,0
Michelina,0,0
Axtin,0,0
Reann,0,0
Janani,0,0
Corday,0,0
Quron,0,0
Raevynn,0,0
Seraphim,0.391304347826087,0.6086956521739131
Nusayba,0,0
Cannan,0,0
Jaiveer,0,0
Shaden,0,0
Quartez,0,0
Jeimmy,0,0
Deepa,0,0
Bohan,0,0
Daleyzah,0,0
Hildegard,0,0
Rodrigo,0,0
Kynlie,0,0
Diyari,0,0
Ramari,0,0
Loghan,0.44680851063829785,0.5531914893617021
Kyliana,0,0
Sevara,0,0
Lunabelle,0,0
Zeplin,0,0
Corrigan,0,0
Krysta,0,0
Jenicka,0,0
Tearra,0,0
Nasro,0,0
Nasra,0,0
Amol,0,0
Ashwath,0,0
Airyanna,0,0
Jalynn,0.06306306306306306,0.9369369369369369
Bemnet,0.6153846153846154,0.38461538461538464
Kentleigh,0,0
Esmay,0,0
Jayzion,0,0
Kaiana,0,0
Kaiann,0,0
Natascha,0,0
Lyndley,0,0
Mckayla,0,0
Jamaree,0,0
Jaxstin,0,0
Annaclaire,0,0
Layonna,0,0
Esmae,0,0
Ellason,0,0
Malick,0,0
Kambrey,0,0
Atalya,0,0
Keiona,0,0
Winifred,0,0
Kambree,0,0
Whit,0,0
Kayo,0,0
Kayn,0,0
Corianna,0,0
Ilynn,0,0
Corianne,0,0
Kaye,0,0
Kayd,0,0
Arinze,0,0
Kaya,0.05818181818181818,0.9418181818181818
Nazarene,0,0
Guliana,0,0
Aziya,0,0
Southern,0,0
Cortana,0,0
Brooklynrose,0,0
Chance,0.9778501628664495,0.02214983713355049
Kinganthony,0,0
Maddielyn,0,0
Camdin,0,0
Kimora,0,0
Cait,0,0
Lillien,0,0
Kimori,0,0
Reghan,0,0
Caid,0,0
Trung,0,0
Caia,0,0
Caio,0,0
Cain,0,0
Venecia,0,0
Saben,0,0
Lilleigh,0,0
Elie,0.7627118644067796,0.23728813559322035
Elif,0,0
Elia,0.11734693877551021,0.8826530612244898
Xaden,0,0
Elim,0.5666666666666667,0.43333333333333335
Elin,0.023195876288659795,0.9768041237113402
Elio,0,0
Elih,0,0
Layana,0,0
Julissa,0,0
Lorilai,0,0
Elis,0.375,0.625
Daivon,0,0
Kerrick,0,0
Eliz,0,0
Avarie,0,0
Lenia,0,0
Emberlynn,0,0
Aidaly,0,0
Osias,0,0
Malissa,0,0
Kalaya,0,0
Shaiann,0,0
Gerimiah,0,0
Priscella,0,0
Francella,0,0
Eligio,0,0
Chapel,0,0
Breniyah,0,0
Janiyla,0,0
Annison,0,0
Anarah,0,0
Kenley,0.05410122164048865,0.9458987783595113
Kenlee,0,0
Lonnell,0,0
Kenlea,0,0
Maalik,0,0
Shamaya,0,0
Kenlei,0,0
Zayley,0,0
Myesha,0,0
Amrie,0,0
Athina,0,0
Amrit,0,0
Dyamond,0,0
Hilton,0.7777777777777778,0.2222222222222222
Zaylen,0,0
Adream,0,0
Winn,0,0
Adrean,0,0
Zaylee,0,0
Ethyn,0,0
Sarah,0,0
Sarai,0,0
Saran,0,0
Sarae,0,0
Lakira,0,0
Saray,0,0
Jancarlo,0,0
Kiyani,0,0
Kyten,0,0
Kasiya,0,0
Kiyana,0,0
Copelin,0,0
Georganna,0,0
Astoria,0,0
Reika,0,0
Janika,0,0
Reiko,0,0
Jamez,0,0
Aizik,0,0
Jamey,0.5652173913043478,0.43478260869565216
Jayliannie,0,0
Avarey,0,0
James,0.9970717423133236,0.0029282576866764276
Stelios,0,0
Gabrien,0,0
Avaree,0,0
Jamel,0,0
Adhara,0,0
Jamea,0,0
Jamee,0,0
Yuvaan,0,0
Ashling,0,0
Yarianna,0,0
Tawan,0,0
Ashlinn,0,0
Kynadee,0,0
Grahm,0,0
Yarianny,0,0
Wissam,0,0
Shayn,0,0
Shaya,0.6282051282051282,0.3717948717948718
Shaye,0.35714285714285715,0.6428571428571429
Amabel,0,0
Shaleah,0,0
Braniyah,0,0
Airalyn,0,0
Jameon,0,0
Zaevion,0,0
Nardos,0,0
Jalik,0,0
Jalin,0.6,0.4
Jalil,0,0
Jalia,0,0
Jalie,0,0
Adaugo,0,0
Xaylee,0,0
Malaina,0,0
Xaylen,0,0
Dezariah,0,0
Aiyannah,0,0
Navee,0,0
Navea,0,0
Mairely,0,0
Ilee,0,0
Grishma,0,0
Nikodem,0,0
Lucius,0,0
Bambi,0,0
Maximilian,0,0
Navey,0,0
Dimitrios,0,0
Leobardo,0,0
Allyssa,0,0
Rayshun,0,0
Taven,0,0
Tanyia,0,0
Deleon,0,0
Kristy,0,0
Krista,0,0
Christianjames,0,0
Kristi,0,0
Martha,0,0
Havannah,0,0
Cyprian,0,0
Lawayne,0,0
Sukhman,0,0
Diarra,0,0
Yegor,0,0
Rashan,0,0
Myleigh,0,0
Zairah,0,0
Dhanvin,0,0
Darrien,0,0
Darriel,0,0
Zeylah,0,0
Jodiel,0,0
Abdimalik,0,0
Treyce,0,0
Teghan,0.45,0.55
Carson,0.9636019356196087,0.03639806438039133
Aamira,0,0
Kennedy,0.03380281690140845,0.9661971830985916
Aryelle,0,0
Tierra,0,0
Costa,0,0
Emileigh,0,0
Susej,0,0
Amerika,0,0
Sayla,0,0
Julyssa,0,0
Elizabet,0,0
Kimiah,0,0
Denley,0,0
Andilynn,0,0
Maysa,0,0
Breland,0,0
Salena,0,0
Sabian,0,0
Trinitee,0,0
Macayla,0,0
Maurya,0,0
Benyamin,0,0
Kindall,0.2631578947368421,0.7368421052631579
Moxie,0,0
Aslin,0,0
Janellie,0,0
Janeli,0,0
Terralyn,0,0
Janely,0,0
Khamden,0,0
Allissa,0,0
Terrah,0,0
Aizlyn,0,0
Alena,0,0
Josmar,0,0
Makhiya,0,0
Brailyn,0.25773195876288657,0.7422680412371134
Baeleigh,0,0
Rex,0,0
Rey,0,0
Rev,0,0
Lynnsey,0,0
Pierina,0,0
Ren,0.8255813953488372,0.1744186046511628
Aalaysia,0,0
Jane,0,0
Rea,0,0
Aarini,0,0
Red,0,0
Elsah,0,0
Champion,0,0
Bruce,0,0
Klaire,0,0
Klaira,0,0
Dekiya,0,0
Esequiel,0,0
Reeves,0.8,0.2
Ediel,0,0
Kaizer,0,0
Jaden,0.9662430500397141,0.03375694996028594
Neal,0,0
Siera,0,0
Tyshawn,0,0
Amando,0,0
Lakshya,0.5,0.5
Xyla,0,0
Kaizen,0,0
Amanda,0,0
Levian,0,0
Megumi,0,0
Abdulraheem,0,0
Nahomy,0,0
Velouria,0,0
Tariah,0,0
Nahomi,0,0
Bellani,0,0
Gayatri,0,0
Bellany,0,0
Elizabethann,0,0
Lalia,0,0
Kalleigh,0,0
Reniah,0,0
Selah,0.01054481546572935,0.9894551845342706
Asenath,0,0
Kayliah,0,0
Khaliel,0,0
Evalina,0,0
Quinston,0,0
Carsten,0,0
Caidon,0,0
German,0,0
Elhadj,0,0
Kiely,0,0
Kiele,0,0
Trusten,0,0
Kiela,0,0
Kenrick,0,0
Lorrie,0,0
Masato,0,0
Marlana,0,0
Lelia,0,0
Aari,0,0
Nikolaos,0,0
Aaro,0,0
Aara,0,0
Ajna,0,0
Khristian,0.8854166666666666,0.11458333333333333
Joseth,0,0
Idalie,0,0
Idalia,0,0
Johari,0.2857142857142857,0.7142857142857143
Lakia,0,0
Karrigan,0,0
Berklie,0,0
Keyasia,0,0
Oasis,0,0
Idalis,0,0
Addaleigh,0,0
Natalie,0.0009903791737408036,0.9990096208262592
Natalia,0,0
Kavon,0,0
Alber,0,0
Nollie,0,0
Izrael,0,0
Ferran,0.5454545454545454,0.45454545454545453
Nayomi,0,0
Aleeya,0,0
Ceren,0,0
Emeterio,0,0
Alishba,0,0
Carsynn,0,0
Maicol,0,0
Maicon,0,0
Baeley,0,0
Baelee,0,0
Zayin,0,0
Sierrah,0,0
Bevan,0,0
Annistyn,0,0
Cesia,0,0
Arath,0,0
Muhammed,0,0
Cerina,0,0
Daniyah,0,0
Daniyal,0,0
Sheikh,0,0
Areebah,0,0
Sameera,0,0
Tyr,0,0
Caliyah,0,0
Keishawn,0,0
Laiyla,0,0
Johnnae,0,0
Jeraldine,0,0
Maniya,0,0
Isela,0,0
Maeryn,0,0
Castiel,0.980544747081712,0.019455252918287938
Annalysa,0,0
Annalyse,0,0
Emanual,0,0
Yafet,0,0
Zemira,0,0
Taos,0,0
Makenzye,0,0
Zakaria,0.9026548672566371,0.09734513274336283
Zehra,0,0
Mariabella,0,0
Sonali,0,0
Julian,0.9962041884816754,0.0037958115183246073
Juliah,0,0
Tamirra,0,0
Dhairya,0,0
Elysium,0,0
Daylan,0.9333333333333333,0.06666666666666667
Daylah,0,0
Sochi,0,0
Aysia,0,0
Adanna,0,0
Dovi,0,0
Reanna,0,0
Manraj,0,0
Reanne,0,0
Dove,0,0
Whitten,0.8275862068965517,0.1724137931034483
Nikolina,0,0
Jaymon,0,0
Cortez,0,0
Dawsyn,0.30434782608695654,0.6956521739130435
Jaydeliz,0,0
Pantera,0,0
Aadhi,0,0
Pradyun,0,0
Keston,0,0
Jaliyha,0,0
Clint,0,0
Shiva,0.6521739130434783,0.34782608695652173
Jaaliyah,0,0
Adelynn,0,0
Cline,0,0
Adelyne,0,0
Samar,0.6818181818181818,0.3181818181818182
Adelyna,0,0
Breindy,0,0
Sadia,0,0
Sadie,0,0
Hezekiel,0,0
Akyra,0,0
Yaneiry,0,0
Sadiq,0,0
Karmani,0,0
Zafira,0,0
Devaughn,0,0
Lyrical,0,0
Jerilyn,0,0
Hardin,0,0
Mickie,0,0
Lysette,0,0
Annalena,0,0
Moria,0,0
Khaleesia,0,0
Moris,0,0
Ronica,0,0
Oluwafunmilayo,0,0
Marithza,0,0
Ashdon,0,0
Djeneba,0,0
Zaquan,0,0
Surya,0.8461538461538461,0.15384615384615385
Zhen,0,0
Anaiya,0,0
Lynnae,0,0
Teofilo,0,0
Suhanth,0,0
Saryiah,0,0
Addilynne,0,0
Chadrick,0,0
Mahamed,0,0
Finnick,0,0
Luismario,0,0
Airess,0,0
Dharius,0,0
Bellaann,0,0
Zadyn,0,0
Natilyn,0,0
Leeroy,0,0
Mirage,0,0
Sircharles,0,0
Ronaldinho,0,0
Dakayla,0,0
Aahan,0,0
Aireanna,0,0
Cyenna,0,0
Zayveon,0,0
Oreoluwa,0.3684210526315789,0.631578947368421
Zhuri,0,0
Avish,0,0
Jestina,0,0
Kasiyah,0,0
Soraiya,0,0
Jadalise,0,0
Damarys,0,0
Merlina,0,0
Yoel,0,0
Betzy,0,0
Talya,0,0
Kinsington,0,0
Lilian,0,0
Liliah,0,0
Baileigh,0,0
Kaipo,0,0
Sumaiyah,0,0
Myunique,0,0
Messi,0,0
Mehak,0,0
Mahra,0,0
Mehar,0.20833333333333334,0.7916666666666666
Ransom,0,0
Nevaeha,0,0
Shaylah,0,0
Jalaiya,0,0
Sherwood,0,0
Jhenae,0,0
Deymar,0,0
Mirna,0,0
Alainna,0,0
Kennith,0,0
Ellisen,0,0
Freda,0,0
Lilya,0,0
Fredi,0,0
Marietta,0,0
Slater,0,0
Fredy,0,0
Bud,0,0
Jayzeon,0,0
Wulfric,0,0
Syann,0,0
Raylenn,0,0
Endre,0,0
Raylend,0,0
Raylene,0,0
Barbara,0,0
Elliett,0,0
Annilee,0,0
Brealyn,0,0
Baruch,0,0
Dorthy,0,0
Audric,0,0
Sincerity,0,0
Ronel,0,0
Najia,0,0
Najib,0,0
Channah,0,0
Malorie,0,0
Jermy,0,0
Otis,0,0
Ashford,0,0
Alyce,0,0
Leanora,0,0
Taeden,0,0
Aaryanna,0,0
Neeko,0,0
Kayana,0,0
Naila,0,0
Silver,0.3137254901960784,0.6862745098039216
Kayani,0,0
Kashlynn,0,0
Yandriel,0,0
Krrish,0,0
Axton,0,0
Cayslee,0,0
Dustan,0,0
Daundre,0,0
Greyden,0,0
Jamicah,0,0
Melony,0,0
Sanjith,0,0
Isys,0,0
Iyona,0,0
Talasia,0,0
Jahdiel,0,0
Sylar,0.92,0.08
Sylas,0,0
Cowan,0,0
Jaytin,0,0
Joby,0,0
Jobe,0,0
Dalida,0,0
Jhoan,0,0
Eriella,0,0
Kayra,0,0
Meleah,0,0
Erielle,0,0
Averlee,0,0
Riya,0,0
Taly,0,0
Tala,0,0
Woodson,0,0
Averley,0,0
Tali,0,0
Kirrah,0,0
Nikolai,0,0
Romiyah,0,0
Rinyah,0,0
Molleigh,0,0
Nikolay,0,0
Abbagale,0,0
Nikolas,0,0
Tavion,0,0
Myia,0,0
Terron,0,0
Tinleigh,0,0
Kaleesi,0,0
Dermot,0,0
Audrinah,0,0
Lakynn,0,0
Gwenivere,0,0
Kalista,0,0
Johnmichael,0,0
Sully,0.7741935483870968,0.22580645161290322
Danish,0,0
Kaedence,0,0
Domanick,0,0
Veronique,0,0
Dayra,0,0
Sarahi,0,0
Rhianna,0,0
Roch,0,0
Rhianne,0,0
Narely,0,0
Ivanka,0,0
Jacianna,0,0
Swathi,0,0
Sicilee,0,0
Emireth,0,0
Jeorge,0,0
Jordon,0.9487179487179487,0.05128205128205128
Amarya,0,0
Anise,0,0
Cloee,0,0
Kaydrian,0,0
Amoura,0,0
Amarys,0,0
Saxon,0.8979591836734694,0.10204081632653061
Jermon,0,0
Bowen,0.9741035856573705,0.025896414342629483
Delaynee,0,0
Gwyn,0,0
Sarayah,0,0
Assad,0,0
Alandria,0,0
Veer,0,0
Harmonee,0,0
Federica,0,0
Annalynne,0,0
Ayiden,0,0
Deontay,0,0
Dailan,0,0
Deontae,0,0
Harmoney,0,0
Jayvier,0,0
Aaditri,0,0
Alivea,0,0
Kharson,0,0
Joanny,0,0
Boaz,0,0
Joanne,0,0
Ariyelle,0,0
Miabella,0,0
Kellen,0.9823008849557522,0.017699115044247787
Dysen,0,0
Imelda,0,0
Manveer,0,0
Libi,0,0
Nashaly,0,0
Liba,0,0
Demarian,0,0
Talaya,0,0
Alandis,0,0
Maciee,0,0
Vladimir,0,0
Vittorio,0,0
Jaaziah,0,0
Maciej,0,0
Adaliah,0,0
Tamanna,0,0
Zakai,0,0
Zitlali,0,0
Ellisa,0,0
Josedejesus,0,0
Blaz,0,0
Lindyn,0,0
Xea,0,0
Blas,0,0
Sufyaan,0,0
Juneau,0,0
Emilea,0,0
Alianah,0,0
Lumina,0,0
Noon,0,0
Maksymilian,0,0
Noor,0.08571428571428572,0.9142857142857143
Neaveh,0,0
Reigan,0,0
Feras,0,0
Faina,0,0
Teonna,0,0
Natia,0,0
Keagen,0,0
Ayaansh,0,0
Nurah,0,0
Nolynn,0,0
Soren,0.9532710280373832,0.04672897196261682
Armonte,0,0
Julious,0,0
Adrin,0,0
Emmory,0,0
Jhon,0,0
Nijel,0,0
Phenyx,0,0
Raeden,0.6666666666666666,0.3333333333333333
Adeena,0,0
Bretley,0,0
Machai,0,0
Khaniya,0,0
Joshue,0,0
Alrik,0,0
Novak,0,0
Roderick,0,0
Novah,0.2716049382716049,0.7283950617283951
Mckay,0.873015873015873,0.12698412698412698
Journeii,0,0
Mckai,0,0
Lariel,0,0
Rykker,0,0
Helios,0,0
Kayzen,0,0
Daleyssa,0,0
Priscylla,0,0
Mico,0,0
Mick,0,0
Trevell,0,0
Mica,0.42857142857142855,0.5714285714285714
Henok,0,0
Henon,0,0
Claribelle,0,0
Jamisen,0.8055555555555556,0.19444444444444445
Zathan,0,0
Mccall,0.2727272727272727,0.7272727272727273
Henos,0,0
Annya,0,0
Cadyn,0.6415094339622641,0.3584905660377358
Blakelynn,0,0
Reyden,0,0
Mahin,0,0
Grayson,0.9756534727408513,0.02434652725914862
Zahriah,0,0
Mahlaya,0,0
Tatumn,0,0
Jaeceion,0,0
Jaleyza,0,0
Elisea,0,0
Urwa,0,0
Elisee,0,0
Nigeria,0,0
Eliseo,0,0
Chelsy,0,0
Catalia,0,0
Keiara,0,0
Shikha,0,0
Chelsi,0,0
Mellina,0,0
Ubaid,0,0
Kendelle,0,0
Ashlin,0,0
Octavion,0,0
Ashlie,0,0
Ryken,0,0
Chastin,0.7368421052631579,0.2631578947368421
Ryker,0.9823139277818718,0.017686072218128224
Adea,0,0
Shailyn,0,0
Adel,0.65625,0.34375
Adem,0,0
Aden,0.9773175542406312,0.022682445759368838
Avraj,0,0
Adarsh,0,0
Ellionna,0,0
Cariel,0,0
Yiyi,0,0
Tanuj,0,0
Darlin,0,0
Wade,0,0
Wrenley,0,0
Yadriel,0,0
Dagmawi,0,0
Arpi,0,0
Dakoda,0.7209302325581395,0.27906976744186046
Ranyiah,0,0
Taygen,0.4166666666666667,0.5833333333333334
